"child_id","parent_id"
031bd13c-76be-49f6-8d6d-3ac36a1a4b40,d444e7a8-f335-406f-b47c-e4c6f9014ac1
849e641d-f8af-4a1e-bdb1-26042999c4cf,3c39842d-372f-4235-a57b-9846b4eb9c7a
849e641d-f8af-4a1e-bdb1-26042999c4cf,3a3d171b-4aef-4b32-9ed0-c231c2493024
e1615cd7-dd94-41eb-80e1-42bc835f9d65,d9b68548-9379-4689-a30c-5e668002334d
e1615cd7-dd94-41eb-80e1-42bc835f9d65,3c39842d-372f-4235-a57b-9846b4eb9c7a
4bc3ab44-41fe-49a2-87e4-bafbbe656703,d37088f4-5470-4983-b1a7-43e1569ab3f0
4bc3ab44-41fe-49a2-87e4-bafbbe656703,d9b68548-9379-4689-a30c-5e668002334d
ebda9260-fd05-4bb6-bdfa-3c69adc2c583,de7052c0-6fea-4c22-a8cd-d4ca21a128fd
ebda9260-fd05-4bb6-bdfa-3c69adc2c583,d37088f4-5470-4983-b1a7-43e1569ab3f0
5c22561b-6803-459c-9458-18272dfb5231,fb08029c-4d75-49bc-9be8-476a6cb455b8
5c22561b-6803-459c-9458-18272dfb5231,de7052c0-6fea-4c22-a8cd-d4ca21a128fd
558cad2a-bd9d-4fd6-a090-292337db6ee7,82134218-0f6d-41e0-acba-7bd77ddf91d6
558cad2a-bd9d-4fd6-a090-292337db6ee7,fb08029c-4d75-49bc-9be8-476a6cb455b8
0add2458-aa7d-4daa-9cb0-8c462db7f801,9521998e-2daf-4eaa-a907-264d05b443a9
0add2458-aa7d-4daa-9cb0-8c462db7f801,82134218-0f6d-41e0-acba-7bd77ddf91d6
bf2015b8-1f66-41b7-a16f-1bdc5b152023,be0db924-b39e-4aef-bc25-fdcaf10115bd
bf2015b8-1f66-41b7-a16f-1bdc5b152023,9521998e-2daf-4eaa-a907-264d05b443a9
897a69cd-179b-464d-8e8b-f78148ce4d74,d444e7a8-f335-406f-b47c-e4c6f9014ac1
897a69cd-179b-464d-8e8b-f78148ce4d74,be0db924-b39e-4aef-bc25-fdcaf10115bd
0d543ecd-1ad3-479e-b54a-f12259e826d2,3a3d171b-4aef-4b32-9ed0-c231c2493024
0d543ecd-1ad3-479e-b54a-f12259e826d2,d444e7a8-f335-406f-b47c-e4c6f9014ac1
cb6c00ab-4613-41a5-970d-c679b68494a8,3c39842d-372f-4235-a57b-9846b4eb9c7a
cb6c00ab-4613-41a5-970d-c679b68494a8,3a3d171b-4aef-4b32-9ed0-c231c2493024
9506dbbb-de3f-4245-be22-4609a2c376ea,d9b68548-9379-4689-a30c-5e668002334d
9506dbbb-de3f-4245-be22-4609a2c376ea,3c39842d-372f-4235-a57b-9846b4eb9c7a
a093b0ab-0c0e-4eea-b9f5-2098752f0d71,d37088f4-5470-4983-b1a7-43e1569ab3f0
a093b0ab-0c0e-4eea-b9f5-2098752f0d71,d9b68548-9379-4689-a30c-5e668002334d
541aaf35-2782-4afb-8ab4-c5ce36a61402,de7052c0-6fea-4c22-a8cd-d4ca21a128fd
541aaf35-2782-4afb-8ab4-c5ce36a61402,d37088f4-5470-4983-b1a7-43e1569ab3f0
b4737791-c6fb-49ea-a0a7-31000f7c63c3,fb08029c-4d75-49bc-9be8-476a6cb455b8
b4737791-c6fb-49ea-a0a7-31000f7c63c3,de7052c0-6fea-4c22-a8cd-d4ca21a128fd
d8c46189-3f1e-47c5-8633-0176dea657b2,82134218-0f6d-41e0-acba-7bd77ddf91d6
d8c46189-3f1e-47c5-8633-0176dea657b2,fb08029c-4d75-49bc-9be8-476a6cb455b8
9fdd9775-9be6-4df8-b437-2dc2fd0f8a9f,9521998e-2daf-4eaa-a907-264d05b443a9
9fdd9775-9be6-4df8-b437-2dc2fd0f8a9f,82134218-0f6d-41e0-acba-7bd77ddf91d6
27725965-89c9-4bd4-8d78-7ec6d7fc89ec,be0db924-b39e-4aef-bc25-fdcaf10115bd
27725965-89c9-4bd4-8d78-7ec6d7fc89ec,9521998e-2daf-4eaa-a907-264d05b443a9
51962754-b021-4914-85f3-53efc705b7aa,d444e7a8-f335-406f-b47c-e4c6f9014ac1
51962754-b021-4914-85f3-53efc705b7aa,be0db924-b39e-4aef-bc25-fdcaf10115bd
9c94ce73-865a-444e-bb95-6f812dd915fa,3a3d171b-4aef-4b32-9ed0-c231c2493024
9c94ce73-865a-444e-bb95-6f812dd915fa,d444e7a8-f335-406f-b47c-e4c6f9014ac1
0b445de2-c45d-4e37-8cb1-e429e3efa57b,3c39842d-372f-4235-a57b-9846b4eb9c7a
0b445de2-c45d-4e37-8cb1-e429e3efa57b,3a3d171b-4aef-4b32-9ed0-c231c2493024
a9972eeb-73f0-4009-b1ce-15738416fb6d,d9b68548-9379-4689-a30c-5e668002334d
a9972eeb-73f0-4009-b1ce-15738416fb6d,3c39842d-372f-4235-a57b-9846b4eb9c7a
2cade20f-4757-4ca1-9a1f-99d85c5d20d6,d37088f4-5470-4983-b1a7-43e1569ab3f0
2cade20f-4757-4ca1-9a1f-99d85c5d20d6,d9b68548-9379-4689-a30c-5e668002334d
a7fe7cef-3b96-400c-8093-a00077ba16a1,de7052c0-6fea-4c22-a8cd-d4ca21a128fd
a7fe7cef-3b96-400c-8093-a00077ba16a1,d37088f4-5470-4983-b1a7-43e1569ab3f0
54fda4c2-7937-4919-aba6-13545d8290cc,fb08029c-4d75-49bc-9be8-476a6cb455b8
54fda4c2-7937-4919-aba6-13545d8290cc,de7052c0-6fea-4c22-a8cd-d4ca21a128fd
8a30a287-1d57-4193-a2cd-c20bd035ffce,82134218-0f6d-41e0-acba-7bd77ddf91d6
8a30a287-1d57-4193-a2cd-c20bd035ffce,fb08029c-4d75-49bc-9be8-476a6cb455b8
ee7cc523-737e-456d-9f37-d6a91bfc6b2b,9521998e-2daf-4eaa-a907-264d05b443a9
ee7cc523-737e-456d-9f37-d6a91bfc6b2b,82134218-0f6d-41e0-acba-7bd77ddf91d6
4d9787aa-1737-43ae-867e-1320b7154237,be0db924-b39e-4aef-bc25-fdcaf10115bd
4d9787aa-1737-43ae-867e-1320b7154237,9521998e-2daf-4eaa-a907-264d05b443a9
054e3d90-409f-4297-bf72-13ffd6d2dff6,d444e7a8-f335-406f-b47c-e4c6f9014ac1
054e3d90-409f-4297-bf72-13ffd6d2dff6,be0db924-b39e-4aef-bc25-fdcaf10115bd
53f3d3bc-a874-43b5-95fb-1b45be2c541c,3a3d171b-4aef-4b32-9ed0-c231c2493024
53f3d3bc-a874-43b5-95fb-1b45be2c541c,d444e7a8-f335-406f-b47c-e4c6f9014ac1
d664845a-6bdb-47cb-b4cc-3af11df6401f,3c39842d-372f-4235-a57b-9846b4eb9c7a
d664845a-6bdb-47cb-b4cc-3af11df6401f,3a3d171b-4aef-4b32-9ed0-c231c2493024
4c05a204-fa7a-46f1-92fe-7aea65dfb868,d9b68548-9379-4689-a30c-5e668002334d
4c05a204-fa7a-46f1-92fe-7aea65dfb868,3c39842d-372f-4235-a57b-9846b4eb9c7a
a4979370-9ddd-4f8c-b0fb-e5a038531d9b,d37088f4-5470-4983-b1a7-43e1569ab3f0
a4979370-9ddd-4f8c-b0fb-e5a038531d9b,d9b68548-9379-4689-a30c-5e668002334d
ba1174c2-7b12-442d-9e64-76ff5cb84e79,de7052c0-6fea-4c22-a8cd-d4ca21a128fd
ba1174c2-7b12-442d-9e64-76ff5cb84e79,d37088f4-5470-4983-b1a7-43e1569ab3f0
64c8d546-95fa-49f6-8eb5-9a824b91d8e5,fb08029c-4d75-49bc-9be8-476a6cb455b8
64c8d546-95fa-49f6-8eb5-9a824b91d8e5,de7052c0-6fea-4c22-a8cd-d4ca21a128fd
3245b86b-bc33-43b5-ac68-204668f2e411,82134218-0f6d-41e0-acba-7bd77ddf91d6
3245b86b-bc33-43b5-ac68-204668f2e411,fb08029c-4d75-49bc-9be8-476a6cb455b8
7b8dc776-0cbc-4521-ac52-39566c7e561a,9521998e-2daf-4eaa-a907-264d05b443a9
7b8dc776-0cbc-4521-ac52-39566c7e561a,82134218-0f6d-41e0-acba-7bd77ddf91d6
a55d194a-c1dd-47dc-968d-9802a9ae8292,be0db924-b39e-4aef-bc25-fdcaf10115bd
a55d194a-c1dd-47dc-968d-9802a9ae8292,9521998e-2daf-4eaa-a907-264d05b443a9
2fb28664-7b1c-47f1-a7ae-a68c18f7ec05,d444e7a8-f335-406f-b47c-e4c6f9014ac1
2fb28664-7b1c-47f1-a7ae-a68c18f7ec05,be0db924-b39e-4aef-bc25-fdcaf10115bd
464787fc-b8dd-49d8-ba70-e232f049c826,3a3d171b-4aef-4b32-9ed0-c231c2493024
464787fc-b8dd-49d8-ba70-e232f049c826,d444e7a8-f335-406f-b47c-e4c6f9014ac1
b37c605a-ff42-4c49-b75f-897e99596bfe,3c39842d-372f-4235-a57b-9846b4eb9c7a
b37c605a-ff42-4c49-b75f-897e99596bfe,3a3d171b-4aef-4b32-9ed0-c231c2493024
be8b868d-b216-4374-a940-26dec534a5c3,d9b68548-9379-4689-a30c-5e668002334d
be8b868d-b216-4374-a940-26dec534a5c3,3c39842d-372f-4235-a57b-9846b4eb9c7a
18660b0e-5f6d-42f9-8522-153cc83d9525,d37088f4-5470-4983-b1a7-43e1569ab3f0
18660b0e-5f6d-42f9-8522-153cc83d9525,d9b68548-9379-4689-a30c-5e668002334d
e923808b-652e-4786-8854-1e69eeaeda2e,de7052c0-6fea-4c22-a8cd-d4ca21a128fd
e923808b-652e-4786-8854-1e69eeaeda2e,d37088f4-5470-4983-b1a7-43e1569ab3f0
ba141389-064b-4e0d-950f-d6690cea79c2,fb08029c-4d75-49bc-9be8-476a6cb455b8
ba141389-064b-4e0d-950f-d6690cea79c2,de7052c0-6fea-4c22-a8cd-d4ca21a128fd
7e576e21-9ad1-4710-958c-41109a4ead0f,82134218-0f6d-41e0-acba-7bd77ddf91d6
7e576e21-9ad1-4710-958c-41109a4ead0f,fb08029c-4d75-49bc-9be8-476a6cb455b8
50825146-f675-471e-9166-68bf001cd138,9521998e-2daf-4eaa-a907-264d05b443a9
50825146-f675-471e-9166-68bf001cd138,82134218-0f6d-41e0-acba-7bd77ddf91d6
693b60df-1886-4cb5-b591-b235d61346c7,be0db924-b39e-4aef-bc25-fdcaf10115bd
693b60df-1886-4cb5-b591-b235d61346c7,9521998e-2daf-4eaa-a907-264d05b443a9
4b518335-e0b5-4a5a-b32e-8b2bb381cf88,d444e7a8-f335-406f-b47c-e4c6f9014ac1
4b518335-e0b5-4a5a-b32e-8b2bb381cf88,be0db924-b39e-4aef-bc25-fdcaf10115bd
9e4879a5-6f5b-4579-8b67-e2ff50013997,3a3d171b-4aef-4b32-9ed0-c231c2493024
9e4879a5-6f5b-4579-8b67-e2ff50013997,d444e7a8-f335-406f-b47c-e4c6f9014ac1
8fabdc09-b463-4f99-ba0c-52cef656a17f,3c39842d-372f-4235-a57b-9846b4eb9c7a
8fabdc09-b463-4f99-ba0c-52cef656a17f,3a3d171b-4aef-4b32-9ed0-c231c2493024
110b719f-8dca-442e-bd60-c35a966704ca,d9b68548-9379-4689-a30c-5e668002334d
110b719f-8dca-442e-bd60-c35a966704ca,3c39842d-372f-4235-a57b-9846b4eb9c7a
a1783105-2276-4a4d-aae9-2396b49f305f,d37088f4-5470-4983-b1a7-43e1569ab3f0
a1783105-2276-4a4d-aae9-2396b49f305f,d9b68548-9379-4689-a30c-5e668002334d
82dc7c4b-58f3-4345-b16b-1479600a9257,de7052c0-6fea-4c22-a8cd-d4ca21a128fd
82dc7c4b-58f3-4345-b16b-1479600a9257,d37088f4-5470-4983-b1a7-43e1569ab3f0
e2c8511c-cea1-4da2-87c5-0a6656258c84,fb08029c-4d75-49bc-9be8-476a6cb455b8
e2c8511c-cea1-4da2-87c5-0a6656258c84,de7052c0-6fea-4c22-a8cd-d4ca21a128fd
ab9af291-d298-4818-a907-faf33fa37ec0,82134218-0f6d-41e0-acba-7bd77ddf91d6
ab9af291-d298-4818-a907-faf33fa37ec0,fb08029c-4d75-49bc-9be8-476a6cb455b8
3d5c9b42-9877-4b44-ba70-6fcbc0cb8a13,9521998e-2daf-4eaa-a907-264d05b443a9
3d5c9b42-9877-4b44-ba70-6fcbc0cb8a13,82134218-0f6d-41e0-acba-7bd77ddf91d6
cbcb7156-25cb-4ba6-92e5-2cc9ddb07cb2,be0db924-b39e-4aef-bc25-fdcaf10115bd
cbcb7156-25cb-4ba6-92e5-2cc9ddb07cb2,9521998e-2daf-4eaa-a907-264d05b443a9
d1704784-365c-4e44-bd2f-a14771634e4b,d444e7a8-f335-406f-b47c-e4c6f9014ac1
d1704784-365c-4e44-bd2f-a14771634e4b,be0db924-b39e-4aef-bc25-fdcaf10115bd
76eb551d-7d63-4989-99fe-58df97142b53,3a3d171b-4aef-4b32-9ed0-c231c2493024
76eb551d-7d63-4989-99fe-58df97142b53,d444e7a8-f335-406f-b47c-e4c6f9014ac1
65a9e91c-60bc-4831-b055-c291e3f9604b,3c39842d-372f-4235-a57b-9846b4eb9c7a
65a9e91c-60bc-4831-b055-c291e3f9604b,3a3d171b-4aef-4b32-9ed0-c231c2493024
aded16ca-d368-44e4-b304-60150b5eb832,d9b68548-9379-4689-a30c-5e668002334d
aded16ca-d368-44e4-b304-60150b5eb832,3c39842d-372f-4235-a57b-9846b4eb9c7a
9a77238b-43ed-4465-9faa-2dbf0fd6fad4,d37088f4-5470-4983-b1a7-43e1569ab3f0
9a77238b-43ed-4465-9faa-2dbf0fd6fad4,d9b68548-9379-4689-a30c-5e668002334d
3109e5ae-c1e1-4779-ae49-552f8c56143c,de7052c0-6fea-4c22-a8cd-d4ca21a128fd
3109e5ae-c1e1-4779-ae49-552f8c56143c,d37088f4-5470-4983-b1a7-43e1569ab3f0
7c7b49ad-4371-47e4-9a05-e5bac0b68fac,fb08029c-4d75-49bc-9be8-476a6cb455b8
7c7b49ad-4371-47e4-9a05-e5bac0b68fac,de7052c0-6fea-4c22-a8cd-d4ca21a128fd
65cf45ac-715a-427c-958d-cbc6aa8aac41,82134218-0f6d-41e0-acba-7bd77ddf91d6
65cf45ac-715a-427c-958d-cbc6aa8aac41,fb08029c-4d75-49bc-9be8-476a6cb455b8
237e1996-f03e-43f2-bb06-8fbc20f1334c,9521998e-2daf-4eaa-a907-264d05b443a9
237e1996-f03e-43f2-bb06-8fbc20f1334c,82134218-0f6d-41e0-acba-7bd77ddf91d6
6638a518-1f97-4eb4-8dff-5b20feb98396,be0db924-b39e-4aef-bc25-fdcaf10115bd
6638a518-1f97-4eb4-8dff-5b20feb98396,9521998e-2daf-4eaa-a907-264d05b443a9
74a029f4-8ef6-4838-b23c-1c4d82b60d1d,d444e7a8-f335-406f-b47c-e4c6f9014ac1
74a029f4-8ef6-4838-b23c-1c4d82b60d1d,be0db924-b39e-4aef-bc25-fdcaf10115bd
f0effc6c-5404-4f69-a532-a69ee03a8417,3a3d171b-4aef-4b32-9ed0-c231c2493024
f0effc6c-5404-4f69-a532-a69ee03a8417,d444e7a8-f335-406f-b47c-e4c6f9014ac1
55a95167-82a3-4812-8489-e0a0ecd68634,3c39842d-372f-4235-a57b-9846b4eb9c7a
55a95167-82a3-4812-8489-e0a0ecd68634,3a3d171b-4aef-4b32-9ed0-c231c2493024
609ed0bc-29aa-4a30-8691-dafb654dc11e,d9b68548-9379-4689-a30c-5e668002334d
609ed0bc-29aa-4a30-8691-dafb654dc11e,3c39842d-372f-4235-a57b-9846b4eb9c7a
b5328b39-ce2f-4bd6-b32a-2c3a14ad183d,d37088f4-5470-4983-b1a7-43e1569ab3f0
b5328b39-ce2f-4bd6-b32a-2c3a14ad183d,d9b68548-9379-4689-a30c-5e668002334d
ac0d16b2-44e0-401c-aab2-eafd3c7cf24e,de7052c0-6fea-4c22-a8cd-d4ca21a128fd
ac0d16b2-44e0-401c-aab2-eafd3c7cf24e,d37088f4-5470-4983-b1a7-43e1569ab3f0
186c2edc-7403-491b-a492-4452bfc3a243,fb08029c-4d75-49bc-9be8-476a6cb455b8
186c2edc-7403-491b-a492-4452bfc3a243,de7052c0-6fea-4c22-a8cd-d4ca21a128fd
5dbddfd9-3e1f-4ac4-afd0-b6cbb1393e62,82134218-0f6d-41e0-acba-7bd77ddf91d6
5dbddfd9-3e1f-4ac4-afd0-b6cbb1393e62,fb08029c-4d75-49bc-9be8-476a6cb455b8
