"id","child_id","entry_date","exit_date"
4abe1afe-8ba8-4cd5-b44e-7389c36b37c8,302a91be-fc26-4319-bf71-9d45a0eda423,2023-01-15 08:34:00,2023-01-15 12:09:00
c05063d6-224f-4853-a141-deb599d7ea53,302a91be-fc26-4319-bf71-9d45a0eda423,2023-01-16 08:34:00,2023-01-16 12:09:00
c875542c-5a7a-4360-af77-92d207b38330,ff7b047a-9bde-4a57-b369-42c7fb5c6eb3,2023-01-11 10:54:00,2023-01-11 12:49:00
efe4a541-e217-4626-afef-a9bdab9d9b2b,ff7b047a-9bde-4a57-b369-42c7fb5c6eb3,2023-01-12 10:54:00,2023-01-12 12:49:00
4e8d24be-a72e-4fb8-a29a-e976fdf1cde7,ff7b047a-9bde-4a57-b369-42c7fb5c6eb3,2023-01-13 10:54:00,2023-01-13 12:49:00
8ca5e929-69e5-4655-9aae-e5b182c3552d,ff7b047a-9bde-4a57-b369-42c7fb5c6eb3,2023-01-14 10:54:00,2023-01-14 12:49:00
a7244b12-31d7-4f43-9371-6eb2fe32d72e,ff7b047a-9bde-4a57-b369-42c7fb5c6eb3,2023-01-15 10:54:00,2023-01-15 12:49:00
3cc9c8d2-2150-4109-b9e6-9bdcce9f3bb4,ff7b047a-9bde-4a57-b369-42c7fb5c6eb3,2023-01-16 10:54:00,2023-01-16 12:49:00
deba1ddd-e11b-4f46-a8b7-0388f814973d,e8bd8866-a9c9-4939-bbab-95ebed22a440,2023-01-12 06:53:00,2023-01-12 09:05:00
86dcdbee-d9c1-426a-97d6-abb7bed12b3c,e8bd8866-a9c9-4939-bbab-95ebed22a440,2023-01-13 06:53:00,2023-01-13 09:05:00
af5d6796-9d84-4c1b-8467-8995fca5dc1a,e8bd8866-a9c9-4939-bbab-95ebed22a440,2023-01-14 06:53:00,2023-01-14 09:05:00
e364b35c-b1ac-4ea4-a97c-6583a56b4cee,e8bd8866-a9c9-4939-bbab-95ebed22a440,2023-01-15 06:53:00,2023-01-15 09:05:00
869e8499-bfe0-4262-b5aa-2c9ef9fc26ed,e8bd8866-a9c9-4939-bbab-95ebed22a440,2023-01-16 06:53:00,2023-01-16 09:05:00
e8135af8-b2db-4c5a-b92e-aa347d3b5691,e8bd8866-a9c9-4939-bbab-95ebed22a440,2023-01-17 06:53:00,2023-01-17 09:05:00
9734da0c-06a6-4052-8c4f-937d7d13dc37,e8bd8866-a9c9-4939-bbab-95ebed22a440,2023-01-18 06:53:00,2023-01-18 09:05:00
ec6d2433-a529-497b-a51f-db07a7c36675,e8bd8866-a9c9-4939-bbab-95ebed22a440,2023-01-19 06:53:00,2023-01-19 09:05:00
0d9cbbe3-00d8-44fa-b9bc-7acfef408f03,1e6f009c-5cc6-40d5-bea1-eb1bca728c09,2023-01-13 06:12:00,2023-01-13 09:11:00
896e0dde-4f4a-4c59-b5f2-2acc4c7691ae,1e6f009c-5cc6-40d5-bea1-eb1bca728c09,2023-01-14 06:12:00,2023-01-14 09:11:00
2a9228bb-709f-4ba1-bb74-9d530955fa52,1e6f009c-5cc6-40d5-bea1-eb1bca728c09,2023-01-15 06:12:00,2023-01-15 09:11:00
1fe66fc9-4e17-45b1-855e-48d89a2ef4d0,1e6f009c-5cc6-40d5-bea1-eb1bca728c09,2023-01-16 06:12:00,2023-01-16 09:11:00
11a2b0fb-f1bb-4816-aecd-16407d469fa5,1e6f009c-5cc6-40d5-bea1-eb1bca728c09,2023-01-17 06:12:00,2023-01-17 09:11:00
70dbbabd-712d-42f6-8bfc-ffbe65ff3405,1e6f009c-5cc6-40d5-bea1-eb1bca728c09,2023-01-18 06:12:00,2023-01-18 09:11:00
8563dbe1-f3de-4c11-9eca-3c84bbd53b83,1e6f009c-5cc6-40d5-bea1-eb1bca728c09,2023-01-19 06:12:00,2023-01-19 09:11:00
0ebddddf-0c28-41a0-8490-3b0e6d31d25a,73db610d-bcb4-4fdf-886e-69b7be69e33e,2023-01-14 13:05:00,2023-01-14 14:58:00
513e47e5-d909-4440-90e6-18fa01ff7fc2,73db610d-bcb4-4fdf-886e-69b7be69e33e,2023-01-15 13:05:00,2023-01-15 14:58:00
bf14e5a5-feb8-4db7-b230-3590ce3afe55,73db610d-bcb4-4fdf-886e-69b7be69e33e,2023-01-16 13:05:00,2023-01-16 14:58:00
f4efa424-3912-41b9-ab7b-971acac0003a,73db610d-bcb4-4fdf-886e-69b7be69e33e,2023-01-17 13:05:00,2023-01-17 14:58:00
f7f502e8-6cf1-4561-960f-6f6e8e6414d3,73db610d-bcb4-4fdf-886e-69b7be69e33e,2023-01-18 13:05:00,2023-01-18 14:58:00
68f57c3b-b768-49e0-a77b-9cd6d6383660,73db610d-bcb4-4fdf-886e-69b7be69e33e,2023-01-19 13:05:00,2023-01-19 14:58:00
560d4577-1419-4c74-88ef-f305eca253c0,73db610d-bcb4-4fdf-886e-69b7be69e33e,2023-01-20 13:05:00,2023-01-20 14:58:00
7dd353da-ddc4-4549-b6f4-0bf8002d228c,73db610d-bcb4-4fdf-886e-69b7be69e33e,2023-01-21 13:05:00,2023-01-21 14:58:00
ddd5bd46-0d89-405e-a641-d9d930bec76c,73db610d-bcb4-4fdf-886e-69b7be69e33e,2023-01-22 13:05:00,2023-01-22 14:58:00
cc0d1df2-7b1b-48f6-8ef4-0f5cf6c6c948,73db610d-bcb4-4fdf-886e-69b7be69e33e,2023-01-23 13:05:00,2023-01-23 14:58:00
be84d48e-fa47-4925-ad39-964d860faecc,73db610d-bcb4-4fdf-886e-69b7be69e33e,2023-01-24 13:05:00,2023-01-24 14:58:00
60e1bd49-4a91-499a-aa5e-2136f05507b9,0a391b94-2ce2-45f8-ac46-d5a2a700df01,2023-01-15 09:11:00,2023-01-15 11:06:00
e90f3a05-e991-4d6b-bd8f-be8a1c82418b,0a391b94-2ce2-45f8-ac46-d5a2a700df01,2023-01-16 09:11:00,2023-01-16 11:06:00
b45741fc-f389-4e1c-bda7-7c4cd8000741,0a391b94-2ce2-45f8-ac46-d5a2a700df01,2023-01-17 09:11:00,2023-01-17 11:06:00
cd08c61c-8258-4d78-a4bb-01f46587a6dd,0a391b94-2ce2-45f8-ac46-d5a2a700df01,2023-01-18 09:11:00,2023-01-18 11:06:00
8a819638-effc-4a79-a4e6-5ed20adef3ac,0a391b94-2ce2-45f8-ac46-d5a2a700df01,2023-01-19 09:11:00,2023-01-19 11:06:00
28dbe472-d25b-41c9-8779-f024afdd078b,0a391b94-2ce2-45f8-ac46-d5a2a700df01,2023-01-20 09:11:00,2023-01-20 11:06:00
7bd05211-5b34-4fe2-a435-68f7f2940a55,0a391b94-2ce2-45f8-ac46-d5a2a700df01,2023-01-21 09:11:00,2023-01-21 11:06:00
e248fc72-ee19-44f7-b9da-e88cce5ac2aa,a9c31621-ea24-4bc7-8536-6f4c89ed972f,2023-01-16 09:29:00,2023-01-16 11:47:00
5c6a4296-7a2c-49f2-85a4-6ced8c34f9c5,a9c31621-ea24-4bc7-8536-6f4c89ed972f,2023-01-17 09:29:00,2023-01-17 11:47:00
cb6e322b-f967-4b91-a446-71c6d18eb16d,a9c31621-ea24-4bc7-8536-6f4c89ed972f,2023-01-18 09:29:00,2023-01-18 11:47:00
55c34a39-7bde-4949-8216-53977ae25630,a9c31621-ea24-4bc7-8536-6f4c89ed972f,2023-01-19 09:29:00,2023-01-19 11:47:00
16b2a80c-8fe4-4786-826e-f9666f3dfbfb,a9c31621-ea24-4bc7-8536-6f4c89ed972f,2023-01-20 09:29:00,2023-01-20 11:47:00
1aaf2a1c-636c-4871-a34b-09eeafff3156,a9c31621-ea24-4bc7-8536-6f4c89ed972f,2023-01-21 09:29:00,2023-01-21 11:47:00
bac0bc54-fea7-4d1e-9472-a60c5104acb0,a9c31621-ea24-4bc7-8536-6f4c89ed972f,2023-01-22 09:29:00,2023-01-22 11:47:00
54da7353-32c1-453c-a757-33460e42a263,065158e7-76e4-4729-a0f5-81ac1bfaf216,2023-01-17 12:19:00,2023-01-17 15:02:00
dab5483e-e91b-4dba-8134-198cdb1d2c10,065158e7-76e4-4729-a0f5-81ac1bfaf216,2023-01-18 12:19:00,2023-01-18 15:02:00
6993d78d-f0dd-490e-ad79-57560abf208a,065158e7-76e4-4729-a0f5-81ac1bfaf216,2023-01-19 12:19:00,2023-01-19 15:02:00
336d8b98-56b7-4e18-8d4b-1c2e0be52f83,065158e7-76e4-4729-a0f5-81ac1bfaf216,2023-01-20 12:19:00,2023-01-20 15:02:00
ed2d49fb-f26f-4803-9d05-50013d2765b6,065158e7-76e4-4729-a0f5-81ac1bfaf216,2023-01-21 12:19:00,2023-01-21 15:02:00
243a88a9-313d-416e-9ee7-7e8e1d5b4c78,065158e7-76e4-4729-a0f5-81ac1bfaf216,2023-01-22 12:19:00,2023-01-22 15:02:00
2f1d1949-9b74-403b-905d-440467963160,065158e7-76e4-4729-a0f5-81ac1bfaf216,2023-01-23 12:19:00,2023-01-23 15:02:00
498c3204-5826-4189-9976-fc9d021aa8ec,4c25206d-bdf5-49f6-b26f-4a678298badd,2023-01-18 16:12:00,2023-01-18 17:01:00
c3dfe71a-64b0-4cb1-9d9b-427f745e9dec,4c25206d-bdf5-49f6-b26f-4a678298badd,2023-01-19 16:12:00,2023-01-19 17:01:00
befe8dff-235c-484e-a8e9-bf59fb763f3a,4c25206d-bdf5-49f6-b26f-4a678298badd,2023-01-20 16:12:00,2023-01-20 17:01:00
2e0e14b0-1456-442d-bc45-7200f6322537,4c25206d-bdf5-49f6-b26f-4a678298badd,2023-01-21 16:12:00,2023-01-21 17:01:00
e68bb2c0-ab05-4066-8be2-0552cde50e17,4c25206d-bdf5-49f6-b26f-4a678298badd,2023-01-22 16:12:00,2023-01-22 17:01:00
eaa5e510-b0fa-42d1-9071-006001e502bd,4c25206d-bdf5-49f6-b26f-4a678298badd,2023-01-23 16:12:00,2023-01-23 17:01:00
2b582c77-12f9-4294-927d-814c1ef39519,8e5301df-c2ac-4286-898f-5686583ab38e,2023-01-19 11:36:00,2023-01-19 13:47:00
2be86db5-8c25-4ac2-b78d-bf041728f6ac,8e5301df-c2ac-4286-898f-5686583ab38e,2023-01-20 11:36:00,2023-01-20 13:47:00
aa705c66-1d2c-415c-a9d9-950e5599778a,8e5301df-c2ac-4286-898f-5686583ab38e,2023-01-21 11:36:00,2023-01-21 13:47:00
c61caee4-135b-4694-b08d-ddcca046dcda,8e5301df-c2ac-4286-898f-5686583ab38e,2023-01-22 11:36:00,2023-01-22 13:47:00
8a70afd8-b52b-4e9b-829d-8010b901fea8,8e5301df-c2ac-4286-898f-5686583ab38e,2023-01-23 11:36:00,2023-01-23 13:47:00
51c63198-29ac-41ce-993f-1c5058831228,9ab4648a-e74f-4d29-9449-318a360d10f3,2023-01-20 14:37:00,2023-01-20 19:09:00
65d6725e-0801-4879-acf6-9cf6a64c2325,9ab4648a-e74f-4d29-9449-318a360d10f3,2023-01-21 14:37:00,2023-01-21 19:09:00
f0e3ff97-c770-49f3-9805-3cdfa1ebf1d2,9ab4648a-e74f-4d29-9449-318a360d10f3,2023-01-22 14:37:00,2023-01-22 19:09:00
8597cce4-9bd9-4a8c-a383-55ee19ca3493,9ab4648a-e74f-4d29-9449-318a360d10f3,2023-01-23 14:37:00,2023-01-23 19:09:00
34558f01-a475-4a8d-a71e-7c0bed8e9bb2,9ab4648a-e74f-4d29-9449-318a360d10f3,2023-01-24 14:37:00,2023-01-24 19:09:00
d60fb68d-2630-4445-8306-768dbf50b328,9ab4648a-e74f-4d29-9449-318a360d10f3,2023-01-25 14:37:00,2023-01-25 19:09:00
ee606531-f3fb-4fac-a33e-a8f2320575e6,9ab4648a-e74f-4d29-9449-318a360d10f3,2023-01-26 14:37:00,2023-01-26 19:09:00
ec44130b-358f-4829-a14e-4e13d188902d,3517c902-f101-421b-bc17-287f31db0e9b,2023-01-21 14:02:00,2023-01-21 17:26:00
6eae5620-6389-4e28-bf53-247bb92aba43,3517c902-f101-421b-bc17-287f31db0e9b,2023-01-22 14:02:00,2023-01-22 17:26:00
c1295875-c1c7-4261-91ff-f9ad9b4285c9,3517c902-f101-421b-bc17-287f31db0e9b,2023-01-23 14:02:00,2023-01-23 17:26:00
012a29ea-9b26-43fe-850f-a86df3cde945,3517c902-f101-421b-bc17-287f31db0e9b,2023-01-24 14:02:00,2023-01-24 17:26:00
fce50465-b413-49e6-9e4c-5fe851a1cd2a,3517c902-f101-421b-bc17-287f31db0e9b,2023-01-25 14:02:00,2023-01-25 17:26:00
261f3095-da19-4f57-be24-bdf3a7d76cbf,3517c902-f101-421b-bc17-287f31db0e9b,2023-01-26 14:02:00,2023-01-26 17:26:00
4d2c085b-6575-487c-a7ae-f87d014e532b,14ff3c7e-63b8-4901-b29a-55fecdb49272,2023-01-22 07:09:00,2023-01-22 09:11:00
73e16e30-90b4-49a4-a470-56e172cff2ae,14ff3c7e-63b8-4901-b29a-55fecdb49272,2023-01-23 07:09:00,2023-01-23 09:11:00
b453e175-f768-478b-901c-3dac385f464e,14ff3c7e-63b8-4901-b29a-55fecdb49272,2023-01-24 07:09:00,2023-01-24 09:11:00
75ec728c-3660-46cb-906e-e02479cd68bf,14ff3c7e-63b8-4901-b29a-55fecdb49272,2023-01-25 07:09:00,2023-01-25 09:11:00
eeb71bcb-2b0f-4f7a-812c-85e9730094e9,14ff3c7e-63b8-4901-b29a-55fecdb49272,2023-01-26 07:09:00,2023-01-26 09:11:00
a765c4e6-5620-4d87-885d-7b3d56acda9d,14ff3c7e-63b8-4901-b29a-55fecdb49272,2023-01-27 07:09:00,2023-01-27 09:11:00
b80716bb-a344-46e3-8f8c-e58bb6951fcd,14ff3c7e-63b8-4901-b29a-55fecdb49272,2023-01-28 07:09:00,2023-01-28 09:11:00
3d1bf1fb-49d3-4b38-b950-24d063ab02eb,14ff3c7e-63b8-4901-b29a-55fecdb49272,2023-01-29 07:09:00,2023-01-29 09:11:00
cbfe62be-9908-4dd5-8a4f-342c0526dc81,c7670b89-1a4e-4c08-9e8e-a8d78b776074,2023-01-23 10:22:00,2023-01-23 14:09:00
720eabdf-cc8c-43c9-8ce1-483885e33bb7,c7670b89-1a4e-4c08-9e8e-a8d78b776074,2023-01-24 10:22:00,2023-01-24 14:09:00
6efd8b73-7073-45c3-b0e0-efcb26e5438a,c7670b89-1a4e-4c08-9e8e-a8d78b776074,2023-01-25 10:22:00,2023-01-25 14:09:00
af14dd67-1039-4387-955c-d326c96f7ad9,c7670b89-1a4e-4c08-9e8e-a8d78b776074,2023-01-26 10:22:00,2023-01-26 14:09:00
30269239-2fd1-4317-89db-eaf567245360,c7670b89-1a4e-4c08-9e8e-a8d78b776074,2023-01-27 10:22:00,2023-01-27 14:09:00
c399dec1-1867-4ae3-a3f9-6b7492d795bf,2db4b1cf-9825-4125-8f54-5d3a657a55b5,2023-01-24 12:23:00,2023-01-24 18:22:00
8adfc4fc-d502-4efe-9bf1-7e6d0280fd95,2db4b1cf-9825-4125-8f54-5d3a657a55b5,2023-01-25 12:23:00,2023-01-25 18:22:00
a0a7702d-6f5a-4a58-b24c-b9e517adac81,2db4b1cf-9825-4125-8f54-5d3a657a55b5,2023-01-26 12:23:00,2023-01-26 18:22:00
3a2aee60-ce3d-4255-a14b-e6f762d7a295,2db4b1cf-9825-4125-8f54-5d3a657a55b5,2023-01-27 12:23:00,2023-01-27 18:22:00
0ad2824d-3888-452f-a443-e02c0d764643,d69535e8-908b-4455-bab4-a168e8fe074c,2023-01-25 16:29:00,2023-01-25 21:05:00
71ea0c74-8cf3-440d-9804-0e51d90d8a4a,d69535e8-908b-4455-bab4-a168e8fe074c,2023-01-26 16:29:00,2023-01-26 21:05:00
982e83ff-b9c1-4151-a5ab-6316489675a8,d69535e8-908b-4455-bab4-a168e8fe074c,2023-01-27 16:29:00,2023-01-27 21:05:00
8a8be5e3-5a4f-4dc4-a5a8-6e2e643ce8b3,d69535e8-908b-4455-bab4-a168e8fe074c,2023-01-28 16:29:00,2023-01-28 21:05:00
84fc343b-a515-4f99-8140-98ed3bfe5bd8,d69535e8-908b-4455-bab4-a168e8fe074c,2023-01-29 16:29:00,2023-01-29 21:05:00
de7af186-b275-443a-bb0e-28dd5a753333,d69535e8-908b-4455-bab4-a168e8fe074c,2023-01-30 16:29:00,2023-01-30 21:05:00
9db07c16-c677-43b3-87f2-7c8f442397d1,d69535e8-908b-4455-bab4-a168e8fe074c,2023-01-31 16:29:00,2023-01-31 21:05:00
329fbbe5-05c6-4bdd-ad96-78ca268c8f0f,d69535e8-908b-4455-bab4-a168e8fe074c,2023-02-01 16:29:00,2023-02-01 21:05:00
6990c72b-36c3-4043-aa55-a6d00ec71423,d69535e8-908b-4455-bab4-a168e8fe074c,2023-02-02 16:29:00,2023-02-02 21:05:00
c8d63916-fb23-4610-8685-6641afc3264a,d69535e8-908b-4455-bab4-a168e8fe074c,2023-02-03 16:29:00,2023-02-03 21:05:00
2f7ac2df-961b-492b-aacd-e5a5120d642e,d69535e8-908b-4455-bab4-a168e8fe074c,2023-02-04 16:29:00,2023-02-04 21:05:00
3c0a0718-1d0f-4ff0-993d-22eeac075027,938a32cb-4dfa-45ad-b3ef-8d32ee4cffe6,2023-01-26 13:53:00,2023-01-26 17:49:00
